Region,Agency,Catchment,LawaSiteID,SiteID,CouncilSiteID,Latitude,Longitude,WFSLanduse,WFSAltitude,RECLandcover,Indicator,SampleDateTime,Timezone,AgencyRawValue,Symbol,Value,Units,QCNumber (Agency value),QCNEMSEquivalent
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-02-15 07:51:00,NZST,0.499,,0.499,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-03-21 08:50:00,NZST,0.285,,0.285,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-04-21 10:20:00,NZST,0.477,,0.477,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-05-20 09:46:00,NZST,0.515,,0.515,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-06-20 10:10:00,NZST,0.59,,0.59,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-07-18 09:36:00,NZST,0.517,,0.517,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-08-31 09:35:00,NZST,0.555,,0.555,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-09-28 07:46:00,NZST,0.594,,0.594,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-10-27 11:11:00,NZST,0.389,,0.389,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-11-28 08:52:00,NZST,0.252,,0.252,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2016-12-14 09:43:00,NZST,0.392,,0.392,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-01-26 08:22:00,NZST,0.242,,0.242,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-02-23 07:44:00,NZST,0.366,,0.366,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-03-27 10:03:00,NZST,0.659,,0.659,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-04-28 10:08:00,NZST,0.323,,0.323,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-05-29 09:55:00,NZST,0.343,,0.343,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-06-27 09:17:00,NZST,0.427,,0.427,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-07-26 08:50:00,NZST,0.4634,,0.4634,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-08-25 08:34:00,NZST,0.3657,,0.3657,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-09-25 09:37:00,NZST,0.3822,,0.3822,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-10-20 07:54:00,NZST,0.371,,0.371,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-11-21 08:19:00,NZST,0.303,,0.303,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2017-12-21 08:14:00,NZST,0.248,,0.248,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-01-19 08:46:00,NZST,0.4225,,0.4225,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-02-19 09:36:00,NZST,0.302,,0.302,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-03-19 09:30:00,NZST,0.389,,0.389,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-04-17 08:40:00,NZST,0.475,,0.475,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-05-18 08:28:00,NZST,0.3925,,0.3925,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-06-18 09:53:00,NZST,0.435,,0.435,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-07-17 09:49:00,NZST,0.573,,0.573,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-08-16 09:36:00,NZST,0.492,,0.492,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-09-27 07:58:00,NZST,0.506,,0.506,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-11-28 09:56:00,NZST,0.556,,0.556,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2018-12-18 08:20:00,NZST,0.36,,0.36,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-01-23 07:35:00,NZST,0.29,,0.29,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-02-21 08:23:00,NZST,0.384,,0.384,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-03-28 08:00:00,NZST,0.438,,0.438,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-04-12 08:52:00,NZST,0.35,,0.35,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-05-27 08:24:00,NZST,0.481,,0.481,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-06-19 08:52:00,NZST,0.458,,0.458,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-07-17 09:52:00,NZST,0.563,,0.563,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-08-16 08:25:00,NZST,0.445,,0.445,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-10-07 08:04:00,NZST,0.36,,0.36,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-10-31 08:14:00,NZST,0.324,,0.324,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-11-25 08:48:00,NZST,0.283,,0.283,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2019-12-23 07:25:00,NZST,0.33,,0.33,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-01-29 08:09:00,NZST,0.155,,0.155,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-02-25 07:30:00,NZST,0.195,,0.195,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-03-13 08:25:00,NZST,0.142,,0.142,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-04-30 09:29:00,NZST,0.153,,0.153,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-05-28 09:51:00,NZST,0.943,,0.943,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-06-26 10:38:00,NZST,1.067,,1.067,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-07-09 10:50:00,NZST,0.517,,0.517,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-08-07 10:09:00,NZST,0.299,,0.299,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-09-09 10:34:00,NZST,0.34,,0.34,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-10-08 10:12:00,NZST,0.573,,0.573,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-11-24 09:45:00,NZST,0.23,,0.23,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2020-12-14 11:28:00,NZST,0.242,,0.242,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-01-20 09:25:00,NZST,0.1865,,0.1865,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-02-11 10:34:00,NZST,0.277,,0.277,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-03-25 08:57:00,NZST,0.118,,0.118,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-04-28 11:24:00,NZST,0.498,,0.498,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-05-13 11:43:00,NZST,0.307,,0.307,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-06-08 09:16:00,NZST,0.593,,0.593,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-07-14 10:32:00,NZST,0.556,,0.556,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-08-10 09:29:00,NZST,0.729,,0.729,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-09-29 08:48:00,NZST,1.74,,1.74,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-10-14 08:29:00,NZST,0.87,,0.87,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-11-11 07:57:00,NZST,2.09,,2.09,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2021-12-09 08:56:00,NZST,3.3988,,3.399,mg/l,41.0,400.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-01-17 08:06:00,NZST,0.6865,,0.6865,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-02-18 09:48:00,NZST,0.4058,,0.4058,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-03-18 09:01:00,NZST,0.3707,,0.3707,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-04-14 09:43:00,NZST,0.3042,,0.3042,mg/l,41.0,400.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-05-09 09:39:00,NZST,0.7702,,0.7702,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-06-17 09:54:00,NZST,0.6287,,0.6287,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-07-21 09:35:00,NZST,0.5082,,0.5082,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-08-23 10:33:00,NZST,0.425,,0.425,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-09-29 08:50:00,NZST,0.39,,0.39,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-10-27 08:36:00,NZST,0.369,,0.369,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-11-23 09:32:00,NZST,0.32,,0.32,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2022-12-21 08:18:00,NZST,0.35,,0.35,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-01-24 09:24:00,NZST,0.39,,0.39,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-02-27 08:43:00,NZST,0.26,,0.26,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-03-30 08:43:00,NZST,0.23,,0.23,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-04-27 11:19:00,NZST,0.3,,0.3,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-05-25 09:09:00,NZST,0.44,,0.44,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-06-26 09:15:00,NZST,0.41,,0.41,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-07-26 09:21:00,NZST,0.176,,0.176,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-08-23 09:53:00,NZST,0.44,,0.44,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-09-26 08:42:00,NZST,0.56,,0.56,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-10-25 08:21:00,NZST,0.51,,0.51,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-11-21 08:54:00,NZST,0.39,,0.39,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2023-12-13 08:20:00,NZST,0.46,,0.46,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-01-30 08:08:00,NZST,0.39,,0.39,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-02-29 08:59:00,NZST,0.41,,0.41,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-03-25 08:04:00,NZST,0.54,,0.54,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-04-22 09:10:00,NZST,0.6,,0.6,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-05-28 08:20:00,NZST,0.43,,0.43,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-06-26 08:39:00,NZST,0.39,,0.39,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-07-25 08:52:00,NZST,0.49,,0.49,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-08-29 09:04:00,NZST,0.43,,0.43,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-09-26 09:09:00,NZST,0.37,,0.37,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-10-23 08:06:00,NZST,0.4,,0.4,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-11-21 09:59:00,NZST,0.36,,0.36,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved inorganic nitrogen,2024-12-09 07:51:00,NZST,0.3,,0.3,mg/l,0.0,600.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-01-06 07:38:00,NZST,0.009,,0.009,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-02-02 08:52:00,NZST,<0.005,<,0.005,mg/l,16393.0,610.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-03-01 08:56:00,NZST,0.01,,0.01,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-04-03 08:46:00,NZST,0.012,,0.012,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-05-04 09:46:00,NZST,0.015,,0.015,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-06-07 09:36:00,NZST,0.014,,0.014,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-07-05 09:37:00,NZST,0.008,,0.008,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-08-02 09:27:00,NZST,0.011,,0.011,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-09-04 08:41:00,NZST,0.007,,0.007,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-10-04 08:11:00,NZST,0.013,,0.013,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-11-02 08:13:00,NZST,0.017,,0.017,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2012-12-05 08:24:00,NZST,0.02,,0.02,mg/l,,
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2013-01-09 07:42:00,NZST,0.052,,0.052,mg/l,39.0,543.0
auckland,Auckland Council,Avondale,arc-00036,Avondale @ Shadbolt,8019,-36.9232796,174.69177898,Urban,Lowland,Urban,Dissolved reactive phosphorus,2013-02-07 08:20:00,NZST,0.009,,0.009,mg/l,,
